,0.0,1.0,Difference,Percent Difference
Sex,0.4558064109830594,0.379931679117084,0.07587473186597543,16.646262544296555
Education_Level,5.016043201712955,4.997334734787342,0.01870846692561301,0.3729726035697651
Household_Income,45.272706877007366,41.556740117872295,3.715966759135071,8.207962402668478
Veteran,0.13120316140814914,0.1995945793761027,-0.06839141796795356,-52.12634911684811
Age,53.47047987908559,65.72134839896393,-12.250868519878338,-22.91146170294637
High_Blood_Pressure,0.3932198186283771,0.5625586546041518,-0.16933883597577465,-43.06467475786434
Blood_Pressure_Meds,0.30827271868505574,0.4833890161042081,-0.17511629741915236,-56.80564214897604
High_Cholesterol,0.3539738018766925,0.5054619167386163,-0.15148811486192382,-42.79641997762734
Heart_Attack,0.04767302726871969,0.09561169713577837,-0.04793866986705868,-100.55721780964659
Angina/Heart_Disease,0.05006218905472637,0.10469612222681031,-0.05463393317208394,-109.13212986423724
Stroke,0.032267460167516845,0.06989751867562596,-0.03763005850810912,-116.61921425718755
Asthma_(ever),0.12692471188361987,0.15210781185479935,-0.025183099971179485,-19.84097469866265
Asthma_(currently),0.08565164682914542,0.11408085889109952,-0.028429212061954104,-33.19167011308445
Skin_Cancer,0.0819006234649537,0.2136716843725365,-0.13177106090758278,-160.89140147262646
COPD_emphasema_chronic_bronchitis,0.06675876944391965,0.14324862044371034,-0.07648985099979069,-114.57648431348872
Arthritis_RA_gout_lupus_fibromyalgia,0.3064975754140689,0.49100942227561095,-0.18451184686154204,-60.200099988481846
Depression,0.18783456137036336,0.23465595555388716,-0.046821394183523796,-24.92693242496708
Kidney_Disease,0.028917910447761194,0.0778557753669432,-0.048937864919182006,-169.23029417213905
Diabetes,0.1321123811323131,0.21033071812004955,-0.07821833698773645,-59.205909633404666
Smoker,0.8256699099439512,0.8631330004880063,-0.037463090544055166,-4.537296332695262
Days_at_least_1_drink_recently,3.781192927766232,3.7927099365591803,-0.011517008792948147,-0.30458664799608376
Binge_Drinking_last_30_days,0.3972345550727376,0.20789068658733437,0.18934386848540322,47.6655079643644
Chewing_tobacco,0.05448627117576674,0.023048913247494276,0.03143735792827246,57.69775991250895
Any_Excercise,0.7604304427230933,0.7060700476744622,0.054360395048631105,7.148634772427982
Strength_Excercise,0.2922255809559796,0.24659334059086302,0.045632240365116594,15.61541608227329
Aerobic_Excercise,0.5380927640279615,0.5277600510529674,0.010332712974994052,1.9202475234283436
Daily_Fruit_Juice,0.3449099833112917,0.3842283869514621,-0.03931840364017042,-11.399613099828535
Daily_Fruits,1.0067210624094716,1.0165832050752655,-0.009862142665793883,-0.9796301114620543
Daily_Beans,0.2823063086466402,0.26814032058260445,0.01416598806403574,5.017949521548651
Daily_Green_Veg,0.5780008974116758,0.5603768910244378,0.017624006387238045,3.0491313190272624
Daily_Orange_Veg,0.29318474872473077,0.30444986673673935,-0.01126511801200858,-3.8423274269922287
Daily_Other_Veg,0.8081562126078469,0.8217770937347498,-0.013620881126902962,-1.685426767054059
BMI,28.17200606933686,28.20239911408086,-0.030393044743998843,-0.10788384990829396
Has_Health_Coverage,0.9299704011587632,0.9704568489808176,-0.04048644782205446,-4.353520044466735
Could_not_afford_to_see_doctor,0.09419280181371623,0.08382446788543113,0.010368333928285095,11.007565045989823
General_Health_Self_Rating,2.4289391649348198,2.9467322346934943,-0.5177930697586746,-21.317663168915534
Poor_Mental_Health,3.1335411549845706,3.799617102744097,-0.6660759477595262,-21.256333164796295
Poor_Physical_Health,3.654425656527489,6.806749502608957,-3.152323846081468,-86.26044534387577
Kept_from_doing_activities,2.309118962151269,4.227673711475656,-1.9185547493243873,-83.08600729418391
Limited_Activities,0.21940928270042195,0.37508915499831075,-0.1556798722978888,-70.95409564346085
Uses_Special_Equipment,0.090721235594181,0.18912121325875597,-0.09839997766457498,-108.4641065789083
Difficulty_Concentrating,0.0821840166257321,0.1203498629828447,-0.03816584635711259,-46.43949994671194
Difficulty_walking_climbing_stairs,0.14047247937527552,0.2693044033184429,-0.1288319239431674,-91.71328399421917
Difficulty_Dressing,0.033873354745261035,0.0623897293441946,-0.028516374598933567,-84.18526837210618
Difficulty_Alone,0.059862869198312234,0.11637073463718609,-0.05650786543887385,-94.39551794899104
Black_(Non-Hispanic),0.07434740852698532,0.05653365366567814,0.01781375486130718,23.960155725994746
Hispanic,0.044850903709301594,0.026127106873381132,0.018723796835920462,41.74675488654056
Multiracial_(Non-Hispanic),0.08094023553120473,0.036487856150756406,0.044452379380448326,54.920002503959466
Other_race_only,0.01953051199697714,0.01771838282217801,0.0018121291747991292,9.278451968282264
White_(Non-Hispanic),0.7803309402355312,0.8631330004880063,-0.08280206025247516,-10.611146628055348
