,0.0,1.0,Difference,Percent Difference
Sex,0.44869810044966985,0.44612326043737577,0.0025748400122940773,0.5738468715855184
Education_Level,5.02669568398222,4.679920477137177,0.34677520684504337,6.898671187715964
Household_Income,45.438012437048066,30.98558648111332,14.452425955934746,31.806906114033506
Veteran,0.13455733198346162,0.2220675944333996,-0.08751026244993798,-65.03567004486521
Age,54.214430079477395,65.89652087475149,-11.682090795274092,-21.547936182577875
High_Blood_Pressure,0.397043337533208,0.7387673956262425,-0.3417240580930345,-86.06719362579742
Blood_Pressure_Meds,0.3123007060962227,0.6636182902584493,-0.35131758416222664,-112.49336850810145
High_Cholesterol,0.3593627028964355,0.6101391650099404,-0.25077646211350485,-69.78366427352255
Heart_Attack,0.043840040200559406,0.27773359840954276,-0.23389355820898336,-533.5158388061852
Angina/Heart_Disease,0.048251756003295856,0.2434393638170974,-0.19518760781380157,-404.5191801941243
Asthma_(ever),0.12645810163203924,0.20616302186878727,-0.07970492023674802,-63.02871797701738
Asthma_(currently),0.08584371293549066,0.15576540755467197,-0.06992169461918131,-81.45231867093827
Skin_Cancer,0.09192183060341483,0.16123260437375744,-0.06931077377034262,-75.40186407881195
Cancer_(not skin),0.09154864526331737,0.18508946322067593,-0.09354081795735857,-102.17608102043584
COPD_emphasema_chronic_bronchitis,0.06836312042062791,0.2261431411530815,-0.15778002073245362,-230.796984926459
Arthritis_RA_gout_lupus_fibromyalgia,0.3141740226054249,0.5885685884691849,-0.27439456586376004,-87.33840041522963
Depression,0.18746097257272495,0.32186878727634194,-0.13440781470361698,-71.69909174106832
Kidney_Disease,0.030434927191909638,0.11769383697813121,-0.08725890978622157,-286.706484415107
Diabetes,0.132347779177736,0.3329025844930418,-0.20055480531530578,-151.53620752938468
Smoker,0.8177377578581378,1.1382703777335985,-0.32053261987546067,-39.197483153403205
Days_at_least_1_drink_recently,3.8228441156800654,2.6911530815109344,1.131691034169131,29.603379052975292
Binge_Drinking_last_30_days,0.385988183695865,0.19840954274353878,0.18757864095232624,48.59699049754504
Chewing_tobacco,0.05173235590796732,0.04532803180914513,0.0064043240988221894,12.379726355814112
Any_Excercise,0.7605147740750731,0.6142147117296223,0.1463000623454508,19.23697833791313
Strength_Excercise,0.29021256784768124,0.22554671968190854,0.0646658481657727,22.28223561968988
Aerobic_Excercise,0.5409118284973193,0.43489065606361826,0.10602117243370107,19.60045368729194
Daily_Fruit_Juice,0.34584090480817903,0.42398111332007954,-0.07814020851190051,-22.59426442202985
Daily_Fruits,1.0117444012961723,0.8976938369781311,0.11405056431804117,11.272665721888652
Daily_Beans,0.2812830185890638,0.272324055666004,0.00895896292305981,3.185035118009834
Daily_Green_Veg,0.580148313460906,0.4735606361829026,0.10658767727800339,18.37248765615621
Daily_Orange_Veg,0.29471321999830036,0.2818946322067595,0.01281858779154088,4.349512312890072
Daily_Other_Veg,0.8115099596146953,0.7539990059642147,0.057510953650480645,7.086906694008639
BMI,28.14771481250208,28.90599204771372,-0.75827723521164,-2.693921123837889
Has_Health_Coverage,0.9330409432351844,0.9545725646123261,-0.021531621377141708,-2.3076823727031663
Could_not_afford_to_see_doctor,0.0917186108637578,0.13330019880715704,-0.04158158794339925,-45.33604200042462
General_Health_Self_Rating,2.4433478789401537,3.4124254473161035,-0.9690775683759498,-39.661874460394266
Poor_Mental_Health,3.105762942326238,5.644632206759443,-2.538869264433205,-81.7470396672186
Poor_Physical_Health,3.7184593726791384,10.279125248508945,-6.560665875829807,-176.4350559813396
Kept_from_doing_activities,2.3239359599176774,6.9908548707753475,-4.66691891085767,-200.81960051183984
Limited_Activities,0.22223371748022303,0.5556660039761432,-0.33343228649592016,-150.0367677220685
Uses_Special_Equipment,0.09008546313778668,0.368389662027833,-0.2783041988900463,-308.9335273376761
Difficulty_Concentrating,0.07936285069260982,0.2591451292246521,-0.1797822785320423,-226.53203225824075
Difficulty_walking_climbing_stairs,0.14052090761630634,0.48031809145129223,-0.3397971838349859,-241.8125456197631
Difficulty_Dressing,0.03248559911026703,0.1467196819085487,-0.11423408279828168,-351.6453010779726
Difficulty_Alone,0.05850142069072542,0.24612326043737576,-0.18762183974665034,-320.7133049614899
Black_(Non-Hispanic),0.07137077256755209,0.10725646123260438,-0.03588568866505229,-50.28065043164085
Hispanic,0.04319712684237169,0.039761431411530816,0.0034356954308408724,7.953527657934019
Multiracial_(Non-Hispanic),0.07779251634071452,0.04791252485089463,0.029879991489819888,38.40985340923019
Other_race_only,0.019047231962400653,0.027733598409542745,-0.008686366447142092,-45.604350617921966
White_(Non-Hispanic),0.788592352286961,0.7773359840954275,0.011256368191533528,1.427400121100521
