,0.0,1.0,Difference,Percent Difference
Sex,0.46155545735749004,0.3614149150114328,0.10014054234605724,21.696318557120875
Education_Level,5.020871180504411,4.969806330752913,0.05106484975149783,1.017051581601576
Household_Income,45.56353414837728,40.58748174880851,4.976052399568772,10.921129127877345
Veteran,0.14361876237704785,0.09779883743353811,0.04581992494350974,31.90385725732473
Age,54.926167329503606,52.65985288850933,2.266314440994279,4.126110652138889
High_Blood_Pressure,0.4010736321827793,0.46461335023003386,-0.06353971804725456,-15.842407216213584
Blood_Pressure_Meds,0.3192828267949788,0.362654618584534,-0.04337179178955519,-13.58412922640701
High_Cholesterol,0.3631118966956351,0.40361993443345545,-0.04050803773782036,-11.155800211022747
Heart_Attack,0.0496104810068575,0.06980908564974242,-0.02019860464288492,-40.7143898485744
Angina/Heart_Disease,0.05180357113631528,0.07843191272486845,-0.02662834158855317,-51.40252110898626
Stroke,0.032675406294496,0.057136560235819166,-0.024461153941323165,-74.86105519503063
Asthma_(currently),0.0,0.68321441362021,-0.68321441362021,-inf
Skin_Cancer,0.09388144220225528,0.0979365822749938,-0.004055140072738522,-4.319426691381939
Cancer_(not skin),0.09241665439190848,0.11162841951568914,-0.019211765123780658,-20.788206682217595
COPD_emphasema_chronic_bronchitis,0.050829773653459025,0.23014408110416265,-0.17931430745070362,-352.77416081608123
Arthritis_RA_gout_lupus_fibromyalgia,0.30676666503003225,0.4400947684509215,-0.13332810342088924,-43.4623831790317
Depression,0.1719489042732525,0.3291550731425108,-0.1572061688692583,-91.42609517268818
Kidney_Disease,0.03072371974272107,0.052673627372654894,-0.021949907629933825,-71.44287154596279
Diabetes,0.13201911589008364,0.190142979145431,-0.05812386325534735,-44.02685388662962
Smoker,0.8151257753555589,0.9241576902944985,-0.1090319149389396,-13.376084800088641
Days_at_least_1_drink_recently,3.8498183335788285,3.327584781949916,0.5222335516289127,13.565147920718621
Binge_Drinking_last_30_days,0.3814585685995319,0.3645003994600402,0.01695816913949172,4.445612324754193
Chewing_tobacco,0.051791296378128016,0.049560593955756356,0.0022307024223716596,4.307099026997339
Any_Excercise,0.7613296018068444,0.714482492630651,0.04684710917619339,6.153328212250296
Strength_Excercise,0.28982749873160835,0.27488360560896996,0.014943893122638385,5.156133627084508
Aerobic_Excercise,0.5443814340190831,0.48816771811895643,0.05621371590012669,10.326163308897147
Daily_Fruit_Juice,0.34766026742606504,0.35524697650073006,-0.007586709074665021,-2.1822191908307276
Daily_Fruits,1.0070264398291353,1.011902531750186,-0.0048760919210506515,-0.4842069411680978
Daily_Beans,0.28105939346328207,0.28030579354803165,0.0007535999152504247,0.26812835036907456
Daily_Green_Veg,0.5762359044860149,0.576950880189537,-0.0007149757035220805,-0.12407690981349337
Daily_Orange_Veg,0.29426204153778174,0.2941984627675694,6.357877021234692e-05,0.02160617451034157
Daily_Other_Veg,0.8072394068836845,0.8243251880217086,-0.01708578113802417,-2.1165692596677292
BMI,27.949516742770168,29.692348825036504,-1.742832082266336,-6.235642992708138
Has_Health_Coverage,0.9334339863504689,0.9363618832474724,-0.002927896897003457,-0.3136694120653266
Could_not_afford_to_see_doctor,0.08578828497078607,0.14317198820904156,-0.05738370323825549,-66.88990607260264
General_Health_Self_Rating,2.4219652706175023,2.85589134686906,-0.43392607625155755,-17.916279870558345
Poor_Mental_Health,2.8641920754161143,5.4359073252706684,-2.571715249854554,-89.78850517491678
Poor_Physical_Health,3.532822703392743,6.786605691616849,-3.253782988224106,-92.10150809717506
Kept_from_doing_activities,2.1643221878528993,4.692030083473374,-2.5277078956204746,-116.78981575881129
Limited_Activities,0.21300387882358718,0.37678723931788755,-0.16378336049430037,-76.89219623551928
Uses_Special_Equipment,0.08864830362841852,0.17689192539739387,-0.08824362176897535,-99.54349734526285
Difficulty_Concentrating,0.07450369061062831,0.16190528664701506,-0.08740159603638675,-117.31176713535652
Difficulty_walking_climbing_stairs,0.13537012487520664,0.26937381195074245,-0.1340036870755358,-98.99059131331192
Difficulty_Dressing,0.03060506374691085,0.07680652359569135,-0.04620145984878049,-150.96018172301265
Difficulty_Alone,0.05576831803080146,0.12890162263423235,-0.0731333046034309,-131.1377269134037
Black_(Non-Hispanic),0.07063714178164024,0.0862558197195515,-0.01561867793791126,-22.11114088703234
Hispanic,0.04283481448748793,0.04468442656822502,-0.001849612080737091,-4.318011185217958
Multiracial_(Non-Hispanic),0.0764471939902784,0.07856965756632414,-0.002122463576045744,-2.776378654677178
Other_race_only,0.01776157509697059,0.030111022342213283,-0.012349447245242694,-69.52900954909687
White_(Non-Hispanic),0.7923192746436228,0.7603790738036861,0.03194020083993676,4.031228554209178
